Timestamp,Price_EUR_MWh
01-Jan-2023 00:00:00,37.3109172257767
01-Jan-2023 01:00:00,36.0512759914156
01-Jan-2023 02:00:00,33.6097805725083
01-Jan-2023 03:00:00,28.0648377471041
01-Jan-2023 04:00:00,33.6476025495159
01-Jan-2023 05:00:00,37.2956239465256
01-Jan-2023 06:00:00,32.7488399132826
01-Jan-2023 07:00:00,35.2478856177863
01-Jan-2023 08:00:00,38.9867166817433
01-Jan-2023 09:00:00,29.486842728981
01-Jan-2023 10:00:00,34.8819166937339
01-Jan-2023 11:00:00,29.3008538456876
01-Jan-2023 12:00:00,31.0709592223604
01-Jan-2023 13:00:00,28.5427711561739
01-Jan-2023 14:00:00,29.3028253801588
01-Jan-2023 15:00:00,29.8719091216651
01-Jan-2023 16:00:00,24.6750951249779
01-Jan-2023 17:00:00,21.7354614717626
01-Jan-2023 18:00:00,20.8936061507487
01-Jan-2023 19:00:00,24.4853286082599
01-Jan-2023 20:00:00,29.035093296632
01-Jan-2023 21:00:00,26.8815278113081
01-Jan-2023 22:00:00,27.1796226872951
01-Jan-2023 23:00:00,27.2767732236879
02-Jan-2023 00:00:00,32.2061995081493
02-Jan-2023 01:00:00,33.4579084753498
02-Jan-2023 02:00:00,33.5412293222156
02-Jan-2023 03:00:00,29.6099718527183
02-Jan-2023 04:00:00,35.2788591324468
02-Jan-2023 05:00:00,33.87651157974
02-Jan-2023 06:00:00,37.9426913127262
02-Jan-2023 07:00:00,33.7828874036767
02-Jan-2023 08:00:00,34.8941124534056
02-Jan-2023 09:00:00,32.0555973361772
02-Jan-2023 10:00:00,29.559975823762
02-Jan-2023 11:00:00,28.1807289636943
02-Jan-2023 12:00:00,29.3081653217649
02-Jan-2023 13:00:00,26.3026907585558
02-Jan-2023 14:00:00,32.6060109376479
02-Jan-2023 15:00:00,29.408647012888
02-Jan-2023 16:00:00,28.3817326949254
02-Jan-2023 17:00:00,28.4113655620086
02-Jan-2023 18:00:00,21.0946834207689
02-Jan-2023 19:00:00,24.8948628733549
02-Jan-2023 20:00:00,27.0324889453965
02-Jan-2023 21:00:00,18.2044950104543
02-Jan-2023 22:00:00,27.5479203183772
02-Jan-2023 23:00:00,30.7790981238016
03-Jan-2023 00:00:00,33.2533194433192
03-Jan-2023 01:00:00,28.2139143036674
03-Jan-2023 02:00:00,28.1399896183718
03-Jan-2023 03:00:00,29.9522075310883
03-Jan-2023 04:00:00,30.8468851563164
03-Jan-2023 05:00:00,35.7095100153888
03-Jan-2023 06:00:00,33.7945380582513
03-Jan-2023 07:00:00,35.664491487476
03-Jan-2023 08:00:00,32.8899345849178
03-Jan-2023 09:00:00,32.0754637646584
03-Jan-2023 10:00:00,34.4858421307519
03-Jan-2023 11:00:00,36.2699856553483
03-Jan-2023 12:00:00,35.0187406149584
03-Jan-2023 13:00:00,30.5498572812375
03-Jan-2023 14:00:00,30.2010575800989
03-Jan-2023 15:00:00,26.8351018593241
03-Jan-2023 16:00:00,28.3302339894056
03-Jan-2023 17:00:00,25.8305407960682
03-Jan-2023 18:00:00,20.7495877709802
03-Jan-2023 19:00:00,21.820586848556
03-Jan-2023 20:00:00,27.8297821858691
03-Jan-2023 21:00:00,30.2689648083543
03-Jan-2023 22:00:00,25.5350613616822
03-Jan-2023 23:00:00,27.0747876338693
04-Jan-2023 00:00:00,26.7262242720448
04-Jan-2023 01:00:00,31.793140630124
04-Jan-2023 02:00:00,35.0592055509416
04-Jan-2023 03:00:00,32.0666751375207
04-Jan-2023 04:00:00,26.924347193084
04-Jan-2023 05:00:00,36.2216660361312
04-Jan-2023 06:00:00,32.7065361646814
04-Jan-2023 07:00:00,36.1860062134574
04-Jan-2023 08:00:00,32.4857144871834
04-Jan-2023 09:00:00,32.6851725040083
04-Jan-2023 10:00:00,32.5847269671178
04-Jan-2023 11:00:00,33.1162695370387
04-Jan-2023 12:00:00,27.8528490360341
04-Jan-2023 13:00:00,30.606421648143
04-Jan-2023 14:00:00,32.0875112284253
04-Jan-2023 15:00:00,30.7217754271289
04-Jan-2023 16:00:00,24.496999347852
04-Jan-2023 17:00:00,26.4528635462738
04-Jan-2023 18:00:00,23.5510571048496
04-Jan-2023 19:00:00,24.416902438721
04-Jan-2023 20:00:00,23.7906789858665
04-Jan-2023 21:00:00,34.1297754611792
04-Jan-2023 22:00:00,28.2232649875183
04-Jan-2023 23:00:00,31.0345042174577
05-Jan-2023 00:00:00,30.3075056795604
05-Jan-2023 01:00:00,36.9111438890174
05-Jan-2023 02:00:00,27.0307504436435
05-Jan-2023 03:00:00,35.6716687966626
05-Jan-2023 04:00:00,37.7679286679107
05-Jan-2023 05:00:00,28.8240005144843
05-Jan-2023 06:00:00,33.8879673593015
05-Jan-2023 07:00:00,34.8482914399155
05-Jan-2023 08:00:00,37.8751209273092
05-Jan-2023 09:00:00,33.4435357860456
05-Jan-2023 10:00:00,35.6109762853439
05-Jan-2023 11:00:00,27.49894045881
05-Jan-2023 12:00:00,31.5616431421803
05-Jan-2023 13:00:00,32.6481814044269
05-Jan-2023 14:00:00,26.1322797782448
05-Jan-2023 15:00:00,28.4984006249913
05-Jan-2023 16:00:00,23.1715802414326
